case,min,max,case_duration_minutes,loan_success,LoanGoal,LoanOutcome
Application_145683841,2016-12-06 12:20:25.265,2017-01-07 08:00:19.571,45819.905099999996,0,Not speficied,Fail
Application_145687907,2016-12-22 16:36:05.890,2017-01-22 08:00:11.712,44124.09703333334,0,"Other, see explanation",Fail
Application_1456924666,2016-01-12 15:07:25.742,2016-02-14 08:00:30.981,47093.087316666664,0,Home improvement,Fail
Application_1456957653,2016-09-30 18:35:43.179,2016-10-17 17:52:56.297,24437.218633333334,1,Home improvement,Success
Application_1456994037,2016-07-14 12:34:11.387,2016-07-25 15:46:28.000,16032.276883333334,1,Existing loan takeover,Success
Application_1457230344,2016-11-06 18:59:30.211,2016-11-25 15:04:44.396,27125.236416666667,1,Car,Success
Application_1457243131,2016-06-13 09:46:11.670,2016-07-19 08:00:24.389,51734.211983333335,0,Home improvement,Fail
Application_1457293816,2016-03-17 12:01:33.999,2016-04-18 08:00:23.386,45838.82311666667,0,Existing loan takeover,Fail
Application_1457337098,2016-06-06 15:20:49.403,2016-07-09 08:00:32.910,47079.72511666667,0,Car,Fail
Application_1457349776,2016-08-05 19:22:55.116,2016-08-17 14:43:31.590,17000.6079,1,Home improvement,Success
Application_1457441196,2016-10-07 16:50:02.439,2016-10-25 10:46:48.334,25556.764916666667,1,Home improvement,Success
Application_1457467645,2016-05-10 10:07:04.497,2016-05-19 14:22:18.011,13215.225233333333,1,Unknown,Success
Application_1457603790,2016-10-12 16:03:22.007,2016-10-19 15:52:33.779,10069.1962,1,Existing loan takeover,Success
Application_145761512,2016-03-31 15:25:27.312,2016-05-02 08:00:30.999,45635.06145,0,Car,Fail
Application_1457615368,2016-04-18 16:27:01.597,2016-04-28 15:39:39.695,14352.634966666667,1,"Other, see explanation",Success
Application_1457780790,2016-06-07 23:34:26.899,2016-06-30 11:04:14.437,32369.792299999997,0,"Other, see explanation",Fail
Application_1457784695,2016-04-07 12:07:25.645,2016-04-29 11:43:37.487,31656.197366666667,0,Home improvement,Fail
Application_1457794149,2016-09-30 14:22:30.446,2016-10-12 10:56:33.050,17074.043400000002,1,Car,Success
Application_1457797265,2016-06-30 11:50:16.106,2016-07-12 14:27:12.841,17436.945583333334,0,Unknown,Fail
Application_1457811809,2016-06-20 10:15:28.978,2016-07-24 08:00:37.791,48825.146883333335,0,Car,Fail
Application_1457965798,2016-09-03 13:33:38.932,2016-10-08 08:00:26.702,50066.79616666667,0,Home improvement,Fail
Application_1458035543,2016-11-20 16:42:32.195,2016-12-22 08:23:08.794,45580.609983333336,1,Car,Success
Application_1458175006,2016-04-26 17:39:37.159,2016-05-18 13:03:34.281,31403.95203333333,1,Home improvement,Success
Application_1458190156,2016-09-08 13:40:45.904,2016-10-10 08:00:22.182,45739.60463333333,0,Home improvement,Fail
Application_1458277433,2016-10-30 08:40:42.051,2016-11-17 15:37:08.295,26336.4374,1,Existing loan takeover,Success
Application_1458283545,2016-02-18 19:43:04.025,2016-02-25 11:57:49.854,9614.763816666667,1,Car,Success
Application_1458413157,2016-11-29 09:10:58.175,2016-12-09 16:47:13.108,14856.248883333332,1,Unknown,Success
Application_1458471269,2016-12-30 10:10:17.386,2017-01-31 08:00:12.707,45949.922016666664,0,Car,Fail
Application_1458483878,2016-12-04 10:47:00.754,2017-01-09 08:00:17.227,51673.27455,0,"Other, see explanation",Fail
Application_1458580558,2016-06-20 09:35:03.819,2016-07-05 08:34:28.759,21539.415666666664,0,Home improvement,Fail
Application_1458582020,2016-07-30 12:11:38.096,2016-08-03 20:54:30.519,6282.873716666667,0,Car,Fail
Application_1458754618,2016-06-11 12:36:19.305,2016-07-22 08:20:05.867,58783.776033333335,1,Not speficied,Success
Application_1458757928,2016-06-10 19:34:58.234,2016-06-22 13:33:32.432,16918.569966666666,1,Car,Success
Application_1458789315,2016-06-21 20:41:32.017,2016-07-22 11:57:26.646,44115.91048333333,1,Home improvement,Success
Application_1458852944,2016-12-07 19:39:18.543,2017-01-24 15:31:39.145,68872.34336666667,1,Car,Success
Application_1458879799,2016-06-30 20:52:13.777,2016-08-04 08:01:16.947,49629.052833333335,0,Not speficied,Fail
Application_1458887736,2016-06-22 18:33:51.735,2016-07-07 14:24:42.106,21350.839516666667,0,Home improvement,Fail
Application_1458945384,2016-06-20 10:10:53.538,2016-07-22 08:28:42.166,45977.81046666667,1,Car,Success
Application_145894720,2016-03-08 14:11:53.037,2016-04-08 08:00:44.314,44268.854616666664,0,Existing loan takeover,Fail
Application_1458976110,2016-07-05 16:54:44.841,2016-08-11 17:03:25.862,53288.68368333334,1,Car,Success
Application_1459006277,2016-09-26 15:09:21.342,2016-10-28 08:00:33.698,45651.20593333334,0,Motorcycle,Fail
Application_1459013488,2016-07-12 15:31:12.268,2016-07-19 14:49:30.894,10038.310433333334,0,Home improvement,Fail
Application_1459114131,2016-12-12 09:48:51.478,2017-01-23 08:16:03.437,60387.199316666665,1,Motorcycle,Success
Application_145921979,2016-11-08 16:37:14.842,2016-12-10 08:00:30.901,45563.26765,0,Car,Fail
Application_1459293823,2016-07-27 12:25:24.190,2016-08-27 08:00:20.606,44374.94026666667,0,Car,Fail
Application_145943194,2016-05-02 14:54:19.963,2016-05-31 10:01:56.335,41467.6062,1,Car,Success
Application_145944162,2016-09-05 14:26:14.645,2016-10-08 08:00:31.358,47134.27855,0,Remaining debt home,Fail
Application_1459536558,2016-01-29 12:42:24.356,2016-03-03 08:00:23.786,48677.9905,0,Existing loan takeover,Fail
Application_1459565304,2016-05-23 10:13:53.056,2016-06-24 08:13:40.904,45959.79746666667,0,Existing loan takeover,Fail
Application_1459578299,2016-03-24 11:39:42.053,2016-04-07 13:28:14.490,20268.540616666665,1,Existing loan takeover,Success
Application_1459650735,2016-08-24 15:57:51.426,2016-09-07 15:18:21.466,20120.500666666667,1,Home improvement,Success
Application_1459681375,2016-05-30 15:43:03.070,2016-07-29 09:58:34.938,86055.53113333332,1,Remaining debt home,Success
Application_1459684566,2016-12-06 12:37:32.632,2016-12-14 16:36:26.137,11758.89175,0,Car,Fail
Application_1459697367,2016-04-23 12:52:24.518,2016-05-03 11:35:59.441,14323.582049999999,1,"Other, see explanation",Success
Application_1459697686,2016-06-10 17:15:22.594,2016-06-22 11:22:13.129,16926.84225,1,Car,Success
Application_1459749066,2016-01-27 21:31:13.690,2016-02-10 15:18:25.834,19787.202400000002,1,Car,Success
Application_145978763,2016-03-23 12:02:45.617,2016-04-23 08:00:49.741,44398.06873333333,0,Home improvement,Fail
Application_145983241,2016-07-20 21:43:08.810,2016-08-01 12:31:36.869,16728.46765,0,Existing loan takeover,Fail
Application_14599342,2016-08-30 16:12:52.185,2016-09-30 08:00:22.872,44147.51145,0,Not speficied,Fail
Application_1459981505,2016-11-26 15:31:38.694,2016-12-21 10:39:46.537,35708.13071666667,1,Existing loan takeover,Success
Application_1460033187,2016-02-04 22:34:52.476,2016-03-25 08:01:07.414,71126.24896666667,0,Existing loan takeover,Fail
Application_1460054354,2016-09-30 17:36:27.507,2016-10-31 08:00:19.430,44063.86538333333,0,Unknown,Fail
Application_1460061930,2016-08-23 20:04:51.076,2016-09-26 08:00:12.830,48235.36256666667,0,"Other, see explanation",Fail
Application_1460064443,2016-06-30 17:23:10.653,2016-07-27 07:40:43.002,38297.53915,1,Unknown,Success
Application_1460064458,2016-05-26 21:12:17.360,2016-06-14 16:12:12.554,27059.919899999997,1,Remaining debt home,Success
Application_1460077602,2016-05-11 10:51:40.462,2016-06-27 23:59:37.444,68467.9497,0,Existing loan takeover,Fail
Application_1460158915,2016-06-27 20:19:12.239,2016-07-11 12:22:26.782,19683.242383333334,1,"Other, see explanation",Success
Application_1460185476,2016-06-11 13:57:27.906,2016-07-12 08:00:32.217,44283.07185,0,Unknown,Fail
Application_1460198946,2016-04-11 13:14:32.370,2016-05-16 08:01:16.284,50086.7319,0,Home improvement,Fail
Application_1460213013,2016-09-10 20:57:38.264,2016-10-13 08:00:23.347,46742.751383333336,0,"Other, see explanation",Fail
Application_1460274498,2016-08-03 20:49:57.042,2016-08-18 13:39:35.028,21169.6331,1,Car,Success
Application_146029131,2016-09-12 06:19:28.527,2016-10-14 08:00:19.930,46180.85671666667,0,Existing loan takeover,Fail
Application_1460352487,2016-09-07 12:23:42.570,2016-09-26 19:41:00.912,27797.3057,0,Car,Fail
Application_1460362786,2016-08-16 10:04:01.334,2016-09-01 10:19:16.632,23055.254966666667,1,Home improvement,Success
Application_1460401130,2016-11-14 20:55:48.623,2016-12-30 08:00:13.315,65464.41153333333,0,Not speficied,Fail
Application_146041854,2016-01-21 20:21:21.914,2016-01-29 14:05:15.921,11143.900116666666,1,"Other, see explanation",Success
Application_1460436329,2016-04-11 12:19:09.676,2016-04-21 10:31:50.594,14292.681966666665,1,Motorcycle,Success
Application_1460455963,2016-06-20 10:24:51.118,2016-07-27 12:33:09.025,53408.29845,1,Tax payments,Success
Application_146046612,2016-08-06 10:40:41.176,2016-08-31 11:07:26.967,36026.763183333336,1,Home improvement,Success
Application_1460504921,2016-11-16 12:08:12.993,2016-12-05 13:56:11.903,27467.98183333333,1,Existing loan takeover,Success
Application_146073776,2016-09-14 13:28:45.752,2016-10-15 08:00:26.394,44311.67736666666,0,Car,Fail
Application_1460743918,2016-03-24 10:07:31.933,2016-04-25 08:00:28.951,45952.950300000004,0,Unknown,Fail
Application_1460888303,2016-02-09 09:10:48.818,2016-03-11 08:00:58.951,44570.16888333333,0,Existing loan takeover,Fail
Application_1460891278,2016-08-30 10:33:42.533,2016-09-13 12:02:56.464,20249.232183333334,1,"Other, see explanation",Success
Application_1461070581,2016-09-16 10:58:33.666,2016-09-28 11:08:25.672,17289.866766666666,1,Car,Success
Application_146114459,2016-10-20 10:35:24.519,2016-11-20 08:00:32.896,44485.13961666667,0,Home improvement,Fail
Application_1461338549,2016-08-17 14:55:46.764,2016-08-31 15:26:51.693,20191.08215,1,Unknown,Success
Application_1461344628,2016-08-30 09:59:23.790,2016-09-21 10:41:43.107,31722.32195,1,Home improvement,Success
Application_1461377869,2016-01-13 23:05:37.541,2016-01-26 16:23:51.723,18318.236366666668,1,Extra spending limit,Success
Application_1461429645,2016-05-16 12:30:34.844,2016-06-18 08:27:29.727,47276.914716666666,0,Existing loan takeover,Fail
Application_1461440233,2016-01-02 15:49:26.671,2016-02-29 08:01:39.328,83052.21095,0,Car,Fail
Application_1461531993,2016-04-23 22:44:59.760,2016-05-06 16:03:41.355,18318.69325,1,Car,Success
Application_1461629716,2016-01-14 09:47:39.548,2016-02-14 08:00:40.896,44533.02246666667,0,Car,Fail
Application_1461650968,2016-05-25 16:48:36.838,2016-06-01 16:37:28.343,10068.858416666666,1,"Other, see explanation",Success
Application_1461654162,2016-12-13 15:20:02.944,2016-12-28 14:16:17.284,21536.239,1,Car,Success
Application_1461782057,2016-06-08 12:24:47.955,2016-06-30 13:26:25.013,31741.61763333333,1,Home improvement,Success
Application_1461793010,2016-07-15 16:37:42.523,2016-07-29 09:25:24.959,19727.707266666668,1,Home improvement,Success
Application_1461996101,2016-02-20 09:11:48.015,2016-03-25 08:00:23.303,48888.58813333334,0,Car,Fail
Application_1462019004,2016-09-12 22:13:20.077,2016-09-27 09:45:36.942,20852.28108333333,1,Home improvement,Success
Application_1462021928,2016-08-03 13:15:48.909,2016-08-03 16:34:26.804,198.63158333333334,0,"Other, see explanation",Fail
Application_1462120066,2016-02-13 16:22:12.489,2016-02-24 12:43:38.746,15621.437616666666,1,Existing loan takeover,Success
Application_1462132978,2016-12-12 12:19:13.394,2017-01-28 08:00:26.118,67421.21206666666,0,Home improvement,Fail
Application_1462145417,2016-08-14 08:15:49.456,2016-09-22 11:41:35.591,56365.76891666666,1,Remaining debt home,Success
Application_1462160624,2016-01-15 12:07:48.279,2016-01-25 11:36:38.637,14368.8393,1,Home improvement,Success
Application_1462162949,2016-11-03 12:27:42.875,2016-12-01 17:49:07.439,40641.4094,1,Car,Success
Application_1462194619,2016-12-06 15:40:07.528,2017-01-08 08:00:21.529,47060.23335,0,Home improvement,Fail
Application_146223603,2016-02-29 18:03:18.619,2016-03-22 07:44:32.715,31061.234933333333,1,Existing loan takeover,Success
Application_1462290099,2016-09-30 13:44:26.596,2016-10-31 08:00:15.617,44295.81701666667,0,Remaining debt home,Fail
Application_1462366860,2016-06-27 09:36:33.992,2016-07-26 08:27:30.889,41690.94828333333,1,Boat,Success
Application_1462703151,2016-01-06 22:46:57.846,2016-01-14 13:02:24.586,10935.445666666667,0,Car,Fail
Application_1462709587,2016-01-05 14:55:35.429,2016-01-12 16:18:32.394,10162.949416666666,1,Car,Success
Application_1462717597,2016-09-10 18:53:53.433,2016-10-13 08:00:25.268,46866.53058333333,0,"Other, see explanation",Fail
Application_1462724514,2016-09-26 13:16:29.104,2016-10-11 15:29:36.887,21733.129716666666,1,Existing loan takeover,Success
Application_1462753483,2016-08-24 19:09:24.420,2016-09-16 11:20:21.985,32650.959416666665,0,Extra spending limit,Fail
Application_146279687,2016-06-27 16:20:45.592,2016-08-18 08:27:57.729,74407.20228333333,0,Existing loan takeover,Fail
Application_1462952668,2016-11-15 10:46:50.351,2016-12-15 08:53:45.664,43086.921883333336,1,Remaining debt home,Success
Application_1463003323,2016-05-04 18:48:19.419,2016-05-11 12:35:26.765,9707.122433333334,1,Car,Success
Application_1463017895,2016-09-15 17:03:34.968,2016-10-27 08:00:10.585,59936.593616666665,0,Car,Fail
Application_1463074378,2016-08-11 19:35:15.833,2016-08-19 15:29:03.806,11273.79955,1,Existing loan takeover,Success
Application_1463161446,2016-08-10 13:35:17.757,2016-09-11 08:00:13.581,45744.9304,0,Car,Fail
Application_1463263088,2016-06-20 10:51:04.202,2016-06-29 16:36:47.847,13305.727416666667,1,Existing loan takeover,Success
Application_1463307023,2016-09-19 18:50:13.069,2016-09-30 13:17:07.233,15506.902733333332,1,Car,Success
Application_1463330651,2016-07-18 10:30:10.927,2016-07-26 13:40:08.225,11709.954966666666,1,Car,Success
Application_1463426895,2016-03-01 13:57:18.892,2016-04-02 08:00:35.930,45723.28396666667,0,Home improvement,Fail
Application_1463444664,2016-08-26 10:51:31.576,2016-09-29 08:00:46.926,48789.255833333336,0,Home improvement,Fail
Application_1463630637,2016-08-15 11:04:58.118,2016-08-26 08:27:19.090,15682.349533333332,1,Car,Success
Application_1463666597,2016-12-03 19:40:02.598,2017-01-06 08:00:16.965,48260.23945,0,Car,Fail
Application_1463737208,2016-03-29 13:44:54.130,2016-04-07 14:20:40.763,12995.777216666667,0,Car,Fail
Application_1463747535,2016-07-16 11:19:23.371,2016-08-10 07:52:02.420,35792.65081666667,1,Existing loan takeover,Success
Application_1463775883,2016-03-28 15:11:54.742,2016-04-28 08:00:36.520,44208.696299999996,0,Existing loan takeover,Fail
Application_1463890637,2016-08-22 18:38:04.556,2016-09-06 09:17:33.004,21039.474133333333,1,Existing loan takeover,Success
Application_1463894255,2016-08-25 16:42:10.498,2016-09-12 11:43:56.154,25621.76093333333,1,Car,Success
Application_1463906557,2016-08-17 22:31:34.406,2016-08-29 16:53:59.417,16942.41685,1,Home improvement,Success
Application_1463972237,2016-08-20 20:43:27.414,2016-09-07 12:55:40.925,25452.225183333332,0,Existing loan takeover,Fail
Application_1464059152,2016-06-05 17:07:08.816,2016-07-08 08:00:22.156,46973.22233333333,0,Not speficied,Fail
Application_1464061852,2016-02-01 18:03:46.724,2016-03-03 08:00:58.650,44037.19876666667,0,Car,Fail
Application_1464086854,2016-10-26 17:52:25.617,2016-11-27 08:00:31.918,45488.10501666667,0,Car,Fail
Application_146413236,2016-09-20 16:35:06.061,2016-10-03 09:59:01.052,18323.916516666664,1,Boat,Success
Application_1464150742,2016-06-12 13:32:16.430,2016-07-14 08:00:30.005,45748.22625,0,Home improvement,Fail
Application_146419141,2016-08-28 23:29:58.883,2016-09-22 07:21:54.002,35031.91865,1,Home improvement,Success
Application_146419660,2016-10-01 12:24:41.244,2016-11-01 08:00:18.666,44375.6237,0,Car,Fail
Application_1464219119,2016-09-18 09:47:02.915,2016-10-21 08:00:29.075,47413.436,0,Home improvement,Fail
Application_1464259642,2016-01-29 08:38:15.717,2016-02-08 11:04:10.070,14545.905883333333,1,Car,Success
Application_1464437874,2016-11-08 15:00:55.005,2016-11-23 11:38:55.990,21398.01641666667,0,Existing loan takeover,Fail
Application_1464612761,2016-07-27 10:13:13.134,2016-08-10 16:39:19.900,20546.11276666667,1,Car,Success
Application_1464634985,2016-04-29 16:16:14.187,2016-05-10 15:00:33.134,15764.315783333333,1,Car,Success
Application_1464650714,2016-09-27 08:36:49.265,2016-10-29 08:00:44.309,46043.917400000006,0,Remaining debt home,Fail
Application_146467601,2016-12-16 16:31:37.819,2017-01-16 08:00:24.286,44128.774450000004,0,Car,Fail
Application_1464780823,2016-10-25 11:25:49.994,2016-11-04 08:38:21.160,14232.519433333333,1,Car,Success
Application_1464798669,2016-12-16 12:41:13.362,2016-12-16 15:27:08.501,165.91898333333333,1,Remaining debt home,Success
Application_1464932336,2016-04-28 11:32:23.080,2016-06-09 09:18:42.584,60346.32506666667,0,Home improvement,Fail
Application_1465006571,2016-06-27 14:26:51.234,2016-07-30 08:00:39.005,47133.79618333334,0,Home improvement,Fail
Application_1465025013,2016-10-25 10:23:54.018,2016-11-11 08:33:33.653,24369.660583333334,1,Home improvement,Success
Application_1465077771,2016-06-11 09:23:42.951,2016-06-23 17:24:19.757,17760.613433333336,1,Not speficied,Success
Application_1465150255,2016-11-15 12:43:24.264,2016-11-22 11:12:04.660,9988.673266666667,1,Unknown,Success
Application_1465152142,2016-01-27 17:29:24.472,2016-02-28 08:00:36.415,45511.19905,0,Motorcycle,Fail
Application_1465159299,2016-04-06 18:47:54.552,2016-05-09 08:00:35.183,46872.67718333333,0,Home improvement,Fail
Application_1465201786,2016-03-21 21:05:53.743,2016-05-10 08:00:21.537,71214.46323333333,0,Car,Fail
Application_1465213009,2016-04-21 13:53:39.996,2016-05-22 08:00:18.657,44286.644349999995,0,Car,Fail
Application_1465279640,2016-08-24 16:19:57.329,2016-10-02 17:45:48.112,56245.84638333333,0,Home improvement,Fail
Application_1465306938,2016-11-10 20:50:34.397,2016-11-21 10:53:44.258,15243.164350000001,1,Motorcycle,Success
Application_1465315204,2016-06-20 13:21:40.836,2016-06-28 08:48:45.064,11247.070466666666,1,"Other, see explanation",Success
Application_1465368885,2016-09-02 12:32:01.530,2016-10-07 08:00:26.151,50128.41035,0,Home improvement,Fail
Application_1465403463,2016-06-06 08:32:26.865,2016-06-13 14:06:22.776,10413.931849999999,0,Home improvement,Fail
Application_1465418541,2016-03-15 16:24:03.988,2016-04-01 13:24:14.191,24300.17005,0,Home improvement,Fail
Application_1465423467,2016-06-20 13:30:32.763,2016-07-22 08:36:06.062,45785.554983333335,1,Car,Success
Application_1465456208,2016-02-18 12:08:07.852,2016-03-03 14:45:40.709,20317.547616666667,1,Home improvement,Success
Application_1465474093,2016-07-19 17:44:00.448,2016-07-26 11:38:14.268,9714.230333333333,0,Car,Fail
Application_1465486025,2016-11-12 15:03:23.647,2016-11-22 08:05:12.686,13981.817316666666,1,Car,Success
Application_1465496190,2016-09-27 11:49:11.948,2016-10-06 11:09:09.691,12919.962383333333,1,Car,Success
Application_1465503170,2016-01-26 17:58:59.199,2016-02-22 08:00:15.894,38281.278249999996,1,Home improvement,Success
Application_1465506786,2016-01-13 12:09:07.573,2016-01-28 10:16:20.242,21487.21115,1,Existing loan takeover,Success
Application_1465521095,2016-01-09 16:30:37.462,2016-01-18 13:44:43.533,12794.101183333334,1,Home improvement,Success
Application_1465545257,2016-02-18 15:04:29.832,2016-03-02 12:29:17.036,18564.78673333333,1,Existing loan takeover,Success
Application_1465705504,2016-11-19 20:35:26.991,2016-12-22 08:00:25.823,46764.980533333335,0,Car,Fail
Application_1465837360,2016-05-18 17:42:17.640,2016-06-20 08:00:25.923,46938.138049999994,0,Car,Fail
Application_1465876683,2016-03-31 22:57:32.484,2016-04-22 17:30:54.310,31353.363766666665,0,Car,Fail
Application_1465879277,2016-02-29 11:35:34.302,2016-04-01 08:03:34.473,45868.002850000004,0,Existing loan takeover,Fail
Application_1465971927,2016-08-03 18:17:39.426,2016-09-04 08:00:10.560,45462.5189,0,"Other, see explanation",Fail
Application_1466122701,2016-12-21 15:24:12.074,2017-01-21 08:00:25.039,44196.21608333333,0,Car,Fail
Application_1466127021,2016-09-26 22:05:51.045,2016-10-28 08:00:32.506,45234.69101666667,0,Home improvement,Fail
Application_1466181991,2016-08-24 19:43:42.959,2016-09-08 07:32:46.318,20869.055983333332,1,Existing loan takeover,Success
Application_1466211501,2016-02-25 22:05:54.069,2016-03-11 16:03:06.532,21237.207716666668,1,Existing loan takeover,Success
Application_1466353702,2016-07-06 11:56:13.452,2016-08-15 11:02:26.681,57546.22048333333,0,Car,Fail
Application_1466389629,2016-11-14 16:30:37.764,2016-12-17 08:00:15.748,47009.63306666667,0,Existing loan takeover,Fail
Application_146650261,2016-11-04 14:29:35.153,2016-11-15 11:07:14.285,15637.6522,1,Existing loan takeover,Success
Application_1466701482,2016-06-10 14:30:57.058,2016-06-21 09:01:52.467,15510.923483333334,1,Car,Success
Application_1466768841,2016-02-09 20:01:36.463,2016-02-22 17:39:47.738,18578.187916666666,0,Car,Fail
Application_1466827336,2016-09-15 21:52:28.490,2016-10-17 08:00:17.961,45247.82451666667,0,"Other, see explanation",Fail
Application_1466879927,2016-07-25 13:30:38.376,2016-08-06 09:28:46.742,17038.139433333334,0,Existing loan takeover,Fail
Application_1466974461,2016-08-29 16:25:47.002,2016-09-12 10:06:56.644,19781.1607,1,Existing loan takeover,Success
Application_1467009170,2016-07-21 11:15:30.223,2016-08-22 08:00:14.612,45884.73981666667,0,Car,Fail
Application_1467101602,2016-10-04 14:05:26.633,2016-10-11 14:23:14.212,10097.792983333335,0,Unknown,Fail
Application_1467116720,2016-09-03 12:40:15.574,2016-09-15 15:22:58.404,17442.71383333333,0,Not speficied,Fail
Application_1467290951,2016-03-27 11:33:55.154,2016-04-29 08:00:55.228,47307.001233333336,0,Home improvement,Fail
Application_1467321049,2016-06-23 12:18:19.314,2016-07-24 08:00:29.237,44382.16538333333,0,Car,Fail
Application_1467348009,2016-08-16 09:23:06.918,2016-09-01 13:56:52.462,23313.759066666666,0,Home improvement,Fail
Application_1467390663,2016-04-26 12:29:19.871,2016-05-30 10:23:47.909,48834.467300000004,1,Unknown,Success
Application_1467406201,2016-07-11 21:19:15.480,2016-07-27 14:19:26.207,22620.178783333333,1,Car,Success
Application_1467650398,2016-12-07 16:02:49.023,2016-12-22 07:58:41.206,21115.869716666664,1,Home improvement,Success
Application_1467707739,2016-01-13 10:47:35.982,2016-01-22 07:47:04.136,12779.469233333333,1,Unknown,Success
Application_14678751,2016-12-22 16:27:27.113,2017-01-03 10:23:14.886,16915.796216666666,1,"Other, see explanation",Success
Application_1467934474,2016-11-11 11:37:42.478,2016-12-06 17:23:40.333,36345.96425,0,Car,Fail
Application_1468017749,2016-04-07 19:29:29.546,2016-04-20 14:22:13.895,18412.739149999998,1,Unknown,Success
Application_1468021532,2016-01-07 15:03:41.981,2016-01-18 10:04:44.954,15541.04955,0,Unknown,Fail
Application_1468030857,2016-09-01 20:06:59.501,2016-09-22 07:47:12.382,29500.214683333335,1,Existing loan takeover,Success
Application_1468036663,2016-09-29 16:25:34.133,2016-10-08 15:22:25.974,12896.864016666666,1,Car,Success
Application_1468073805,2016-07-07 08:18:27.690,2016-07-22 10:16:36.753,21718.15105,1,Remaining debt home,Success
Application_1468116050,2016-06-16 19:36:25.279,2016-06-24 10:50:41.056,10994.26295,1,"Other, see explanation",Success
Application_1468170000,2016-06-09 09:28:18.582,2016-06-16 11:33:37.720,10205.318966666668,1,Existing loan takeover,Success
Application_1468176445,2016-06-27 15:11:22.765,2016-07-11 13:55:37.387,20084.2437,1,Car,Success
Application_1468251260,2016-12-12 21:10:39.789,2016-12-23 08:56:49.136,15106.155783333332,0,Existing loan takeover,Fail
Application_1468274126,2016-02-17 13:24:29.005,2016-02-24 14:41:58.590,10157.493083333333,1,Existing loan takeover,Success
Application_1468317116,2016-04-28 16:14:55.425,2016-05-29 08:00:47.691,44145.8711,0,Existing loan takeover,Fail
Application_1468372465,2016-06-20 11:46:29.601,2016-06-29 11:25:31.334,12939.028883333334,1,Car,Success
Application_1468411202,2016-03-29 02:04:04.826,2016-04-11 11:44:37.507,19300.544683333334,1,Car,Success
Application_146842933,2016-01-28 09:54:54.914,2016-02-05 15:30:29.410,11855.574933333333,1,Tax payments,Success
Application_1468495573,2016-12-08 11:18:44.432,2016-12-29 09:03:49.508,30105.0846,1,Home improvement,Success
Application_1468511402,2016-09-07 11:43:49.521,2016-10-21 08:00:37.510,63136.799816666666,0,Home improvement,Fail
Application_1468608055,2016-09-26 08:42:17.504,2016-10-27 08:00:36.716,44598.320199999995,0,Home improvement,Fail
Application_1468710626,2016-08-22 10:47:31.411,2016-09-05 09:58:43.266,20111.197583333334,0,Existing loan takeover,Fail
Application_1468726272,2016-04-06 13:51:02.099,2016-04-13 12:38:05.463,10007.056066666666,1,Home improvement,Success
Application_1468750557,2016-10-27 10:56:00.531,2016-11-30 10:49:08.983,48953.14086666667,1,Home improvement,Success
Application_1468800964,2016-11-17 08:46:26.799,2016-12-12 09:49:42.077,36063.25463333333,1,Home improvement,Success
Application_1468881178,2016-04-25 21:40:58.493,2016-05-27 08:00:23.350,45259.41428333333,0,"Other, see explanation",Fail
Application_146902304,2016-04-13 19:34:45.544,2016-04-21 14:43:22.659,11228.618583333333,1,Existing loan takeover,Success
Application_146904914,2016-10-01 16:22:28.648,2016-10-13 10:06:04.073,16903.590416666666,0,Existing loan takeover,Fail
Application_1469127552,2016-03-17 09:19:20.066,2016-04-17 08:00:35.446,44561.25633333333,0,Unknown,Fail
Application_1469141944,2016-09-26 13:37:08.149,2016-10-10 08:51:37.956,19874.496783333332,1,Extra spending limit,Success
Application_1469190095,2016-12-16 16:52:00.876,2017-01-17 08:00:14.213,45548.22228333333,0,"Other, see explanation",Fail
Application_1469289455,2016-12-12 21:50:29.486,2016-12-28 11:16:39.614,22406.1688,1,Existing loan takeover,Success
Application_1469294844,2016-12-08 10:02:49.816,2016-12-22 09:36:46.889,20133.95121666667,0,Home improvement,Fail
Application_1469310005,2016-09-09 10:56:55.891,2016-09-22 08:49:57.214,18593.022050000003,1,"Other, see explanation",Success
Application_1469322181,2016-05-08 16:40:32.322,2016-05-23 14:37:32.180,21476.997633333332,1,Existing loan takeover,Success
Application_1469334320,2016-10-25 17:37:41.344,2016-11-22 08:54:33.393,39796.867483333335,1,Car,Success
Application_1469336694,2016-06-10 10:32:11.201,2016-06-22 11:03:53.421,17311.703666666665,1,Extra spending limit,Success
Application_1469553374,2016-11-01 20:41:23.197,2016-12-09 08:00:23.979,53959.013033333336,0,Car,Fail
Application_1469635127,2016-09-16 23:05:09.879,2016-09-27 15:59:42.060,15414.53635,1,"Other, see explanation",Success
Application_1469640525,2016-06-16 10:11:01.001,2016-07-22 08:00:17.571,51709.27616666666,0,Boat,Fail
Application_1469675638,2016-12-23 11:34:37.405,2017-01-06 09:23:28.137,20028.845533333333,1,Car,Success
Application_146968001,2016-11-22 22:35:24.318,2016-12-22 07:26:43.829,42291.325183333334,1,Not speficied,Success
Application_1469748031,2016-08-16 00:26:15.955,2016-08-20 16:39:10.278,6732.905383333333,0,Caravan / Camper,Fail
Application_1469836149,2016-10-17 20:33:38.964,2016-10-26 10:12:58.768,12339.330066666667,0,Home improvement,Fail
Application_1469856555,2016-11-08 15:57:46.133,2016-11-21 09:39:44.585,18341.9742,1,"Other, see explanation",Success
Application_1469859342,2016-03-11 19:01:45.852,2016-03-21 13:40:18.332,14078.541333333333,0,Not speficied,Fail
