case,case_duration_minutes,loan_success,duration_bin,duration_order,LoanOutcome
Application_1256713963,24546.76333333333,1,15.1 – 25.2 days,2,Success
Application_1256797311,53949.47298333333,0,31.9 – 286.1 days,4,Fail
Application_1256855179,48099.1074,0,31.9 – 286.1 days,4,Fail
Application_1256882757,46736.91303333334,0,31.9 – 286.1 days,4,Fail
Application_1256894291,17048.836933333332,1,10.1 – 15.1 days,1,Success
Application_1256941676,13333.0729,1,0.0 – 10.1 days,0,Success
Application_1256946882,12714.376383333332,1,0.0 – 10.1 days,0,Success
Application_1256996147,8426.62455,1,0.0 – 10.1 days,0,Success
Application_1257036566,45346.96685,0,25.2 – 31.9 days,3,Fail
Application_1257163754,22553.084966666665,1,15.1 – 25.2 days,2,Success
Application_125718857,9672.991416666666,0,0.0 – 10.1 days,0,Fail
Application_1257231395,13039.07225,0,0.0 – 10.1 days,0,Fail
Application_1257233322,14097.8999,1,0.0 – 10.1 days,0,Success
Application_1257250417,24438.97693333333,1,15.1 – 25.2 days,2,Success
Application_1257331802,50171.84345,0,31.9 – 286.1 days,4,Fail
Application_1257348081,46571.13208333333,0,31.9 – 286.1 days,4,Fail
Application_125735546,50060.3383,0,31.9 – 286.1 days,4,Fail
Application_1257391369,15912.9851,1,10.1 – 15.1 days,1,Success
Application_1257640100,47451.17605,0,31.9 – 286.1 days,4,Fail
Application_1257655392,9951.421733333333,1,0.0 – 10.1 days,0,Success
Application_1257804728,40119.0913,1,25.2 – 31.9 days,3,Success
Application_1257815724,39901.162866666666,1,25.2 – 31.9 days,3,Success
Application_1257836355,14262.436716666669,1,0.0 – 10.1 days,0,Success
Application_1257885597,45581.05765,0,25.2 – 31.9 days,3,Fail
Application_1257947863,11610.94225,1,0.0 – 10.1 days,0,Success
Application_1258004660,45544.38985,0,25.2 – 31.9 days,3,Fail
Application_1258084186,44631.9548,0,25.2 – 31.9 days,3,Fail
Application_1258109706,45488.58356666667,0,25.2 – 31.9 days,3,Fail
Application_1258171682,17129.218933333334,1,10.1 – 15.1 days,1,Success
Application_1258227511,44584.24691666666,0,25.2 – 31.9 days,3,Fail
Application_1258267186,23781.62698333333,1,15.1 – 25.2 days,2,Success
Application_1258270156,13706.385283333331,1,0.0 – 10.1 days,0,Success
Application_1258296762,13894.6077,1,0.0 – 10.1 days,0,Success
Application_1258325449,19915.74768333333,1,10.1 – 15.1 days,1,Success
Application_1258327544,10475.272866666666,1,0.0 – 10.1 days,0,Success
Application_1258411411,16875.441883333333,1,10.1 – 15.1 days,1,Success
Application_125846800,23026.652266666664,1,15.1 – 25.2 days,2,Success
Application_1258519746,46774.46868333333,0,31.9 – 286.1 days,4,Fail
Application_1258596148,44192.08005,0,25.2 – 31.9 days,3,Fail
Application_1258619090,16931.5783,1,10.1 – 15.1 days,1,Success
Application_1258641337,6094.998600000001,0,0.0 – 10.1 days,0,Fail
Application_1258746465,8847.877583333333,0,0.0 – 10.1 days,0,Fail
Application_1258927938,44663.14163333333,0,25.2 – 31.9 days,3,Fail
Application_1258970243,37343.55525,1,25.2 – 31.9 days,3,Success
Application_1259023048,47127.25195,0,31.9 – 286.1 days,4,Fail
Application_1259110417,27281.066516666662,1,15.1 – 25.2 days,2,Success
Application_1259118075,14113.61245,1,0.0 – 10.1 days,0,Success
Application_1259173170,27510.86188333333,1,15.1 – 25.2 days,2,Success
Application_1259203201,48128.4842,0,31.9 – 286.1 days,4,Fail
Application_1259318596,44391.9686,0,25.2 – 31.9 days,3,Fail
Application_1259391556,140828.47929999998,0,31.9 – 286.1 days,4,Fail
Application_1259411948,44556.0542,0,25.2 – 31.9 days,3,Fail
Application_125944151,16760.8384,1,10.1 – 15.1 days,1,Success
Application_1259512676,14117.301633333333,0,0.0 – 10.1 days,0,Fail
Application_1259529134,50129.845883333335,1,31.9 – 286.1 days,4,Success
Application_125959990,53.65643333333333,0,0.0 – 10.1 days,0,Fail
Application_1259601023,11772.58185,1,0.0 – 10.1 days,0,Success
Application_1259690237,41704.56991666667,0,25.2 – 31.9 days,3,Fail
Application_1259751461,48891.91136666667,1,31.9 – 286.1 days,4,Success
Application_1259810621,11609.20105,1,0.0 – 10.1 days,0,Success
Application_1259857117,54474.7836,0,31.9 – 286.1 days,4,Fail
Application_1259862735,22627.295033333336,1,15.1 – 25.2 days,2,Success
Application_1259972880,28083.097533333334,0,15.1 – 25.2 days,2,Fail
Application_126011685,16795.1137,1,10.1 – 15.1 days,1,Success
Application_1260145017,36329.08045,0,25.2 – 31.9 days,3,Fail
Application_1260201637,23096.4688,1,15.1 – 25.2 days,2,Success
Application_1260255442,68236.67495,1,31.9 – 286.1 days,4,Success
Application_1260313275,44377.79363333333,0,25.2 – 31.9 days,3,Fail
Application_1260314497,45791.47086666666,0,25.2 – 31.9 days,3,Fail
Application_1260340497,48155.24456666667,0,31.9 – 286.1 days,4,Fail
Application_1260511828,46664.961866666665,0,31.9 – 286.1 days,4,Fail
Application_1260548064,78419.20271666667,0,31.9 – 286.1 days,4,Fail
Application_1260715904,5576.286300000001,1,0.0 – 10.1 days,0,Success
Application_126072395,32782.35785,1,15.1 – 25.2 days,2,Success
Application_1260848760,37783.115600000005,1,25.2 – 31.9 days,3,Success
Application_126092533,44534.41625,0,25.2 – 31.9 days,3,Fail
Application_1261044027,9855.098183333332,1,0.0 – 10.1 days,0,Success
Application_1261108934,38594.40883333333,1,25.2 – 31.9 days,3,Success
Application_1261191009,54315.68998333334,0,31.9 – 286.1 days,4,Fail
Application_1261235975,18172.498466666668,1,10.1 – 15.1 days,1,Success
Application_1261273662,44490.9898,0,25.2 – 31.9 days,3,Fail
Application_1261277150,34345.85663333334,1,15.1 – 25.2 days,2,Success
Application_126130156,31489.381366666665,1,15.1 – 25.2 days,2,Success
Application_1261348817,48803.56818333334,0,31.9 – 286.1 days,4,Fail
Application_1261418500,38873.70165,1,25.2 – 31.9 days,3,Success
Application_1261424268,25470.05963333333,1,15.1 – 25.2 days,2,Success
Application_1261480447,54061.3857,1,31.9 – 286.1 days,4,Success
Application_1261534325,20546.12095,1,10.1 – 15.1 days,1,Success
Application_1261587480,8538.8433,0,0.0 – 10.1 days,0,Fail
Application_126161718,20438.184083333334,1,10.1 – 15.1 days,1,Success
Application_1261765769,45734.05905,0,25.2 – 31.9 days,3,Fail
Application_1261786871,12545.583066666668,0,0.0 – 10.1 days,0,Fail
Application_1261820295,30314.92036666667,1,15.1 – 25.2 days,2,Success
Application_1261837054,11150.224883333334,1,0.0 – 10.1 days,0,Success
Application_1261868792,17319.670449999998,1,10.1 – 15.1 days,1,Success
Application_1261921145,32774.95288333333,1,15.1 – 25.2 days,2,Success
Application_1261923936,46783.63271666667,0,31.9 – 286.1 days,4,Fail
Application_1261985638,25825.08738333333,1,15.1 – 25.2 days,2,Success
Application_1262007021,45655.031566666665,0,25.2 – 31.9 days,3,Fail
Application_1262324843,44553.55766666667,0,25.2 – 31.9 days,3,Fail
Application_1262350889,80070.82155,1,31.9 – 286.1 days,4,Success
Application_126239154,80144.27884999999,1,31.9 – 286.1 days,4,Success
Application_1262423377,45649.385766666666,0,25.2 – 31.9 days,3,Fail
Application_1262448227,13356.95795,0,0.0 – 10.1 days,0,Fail
Application_1262492653,10959.58255,0,0.0 – 10.1 days,0,Fail
Application_1262510221,24054.845083333334,1,15.1 – 25.2 days,2,Success
Application_1262527822,51439.50893333333,1,31.9 – 286.1 days,4,Success
Application_1262548993,42784.2812,1,25.2 – 31.9 days,3,Success
Application_1262773552,10865.614616666666,1,0.0 – 10.1 days,0,Success
Application_1262866331,26572.622416666665,1,15.1 – 25.2 days,2,Success
Application_1262887348,15902.504283333334,0,10.1 – 15.1 days,1,Fail
Application_1262925104,45665.88061666666,0,25.2 – 31.9 days,3,Fail
Application_1263013285,42960.26458333333,1,25.2 – 31.9 days,3,Success
Application_1263189516,15147.309266666667,0,10.1 – 15.1 days,1,Fail
Application_126320002,43266.466616666665,1,25.2 – 31.9 days,3,Success
Application_126328440,25662.27213333333,1,15.1 – 25.2 days,2,Success
Application_1263348489,12714.381,1,0.0 – 10.1 days,0,Success
Application_1263390157,12743.299766666669,1,0.0 – 10.1 days,0,Success
Application_1263478076,48610.15531666667,0,31.9 – 286.1 days,4,Fail
Application_1263516246,51265.93006666667,0,31.9 – 286.1 days,4,Fail
Application_1263577450,15267.626,1,10.1 – 15.1 days,1,Success
Application_1263610495,51316.48858333333,0,31.9 – 286.1 days,4,Fail
Application_126362041,45275.69878333333,0,25.2 – 31.9 days,3,Fail
Application_1263642271,87146.90216666667,0,31.9 – 286.1 days,4,Fail
Application_1263664452,55709.47311666667,0,31.9 – 286.1 days,4,Fail
Application_1263727247,33275.35436666667,0,15.1 – 25.2 days,2,Fail
Application_1263808654,31641.895,0,15.1 – 25.2 days,2,Fail
Application_1263847599,11263.77715,1,0.0 – 10.1 days,0,Success
Application_1263939811,11047.0011,1,0.0 – 10.1 days,0,Success
Application_1263968654,41645.62188333333,1,25.2 – 31.9 days,3,Success
Application_1263979201,10159.549183333333,1,0.0 – 10.1 days,0,Success
Application_1263997961,45554.042016666666,0,25.2 – 31.9 days,3,Fail
Application_1264080714,17435.784066666667,1,10.1 – 15.1 days,1,Success
Application_1264113522,19835.700116666667,1,10.1 – 15.1 days,1,Success
Application_1264141219,17166.794866666667,1,10.1 – 15.1 days,1,Success
Application_1264391610,78549.20063333333,0,31.9 – 286.1 days,4,Fail
Application_1264408299,40626.54638333333,0,25.2 – 31.9 days,3,Fail
Application_1264531188,21650.985016666666,1,10.1 – 15.1 days,1,Success
Application_1264622220,18142.2317,0,10.1 – 15.1 days,1,Fail
Application_1264622531,59384.024366666665,1,31.9 – 286.1 days,4,Success
Application_1264642009,14950.272083333331,0,10.1 – 15.1 days,1,Fail
Application_1264794338,28597.327966666668,1,15.1 – 25.2 days,2,Success
Application_1264806747,21774.15545,0,15.1 – 25.2 days,2,Fail
Application_1264819718,49898.96935,1,31.9 – 286.1 days,4,Success
Application_1264855362,35660.94911666667,1,15.1 – 25.2 days,2,Success
Application_1264861798,9879.696233333332,1,0.0 – 10.1 days,0,Success
Application_1264876890,13684.433783333334,0,0.0 – 10.1 days,0,Fail
Application_1264902566,44292.57086666666,0,25.2 – 31.9 days,3,Fail
Application_1264952511,49742.84466666667,0,31.9 – 286.1 days,4,Fail
Application_1264958852,8613.024533333333,1,0.0 – 10.1 days,0,Success
Application_1265044597,45590.342866666666,0,25.2 – 31.9 days,3,Fail
Application_1265048301,29979.64005,1,15.1 – 25.2 days,2,Success
Application_1265158401,14467.109766666666,1,0.0 – 10.1 days,0,Success
Application_1265200930,45317.590533333336,0,25.2 – 31.9 days,3,Fail
Application_126523834,44359.84663333333,0,25.2 – 31.9 days,3,Fail
Application_1265357146,15827.20385,1,10.1 – 15.1 days,1,Success
Application_1265413720,44412.87526666666,0,25.2 – 31.9 days,3,Fail
Application_1265493386,44494.1698,0,25.2 – 31.9 days,3,Fail
Application_1265495164,60720.26415,0,31.9 – 286.1 days,4,Fail
Application_1265633548,48390.09595,0,31.9 – 286.1 days,4,Fail
Application_1265753074,18379.09863333333,1,10.1 – 15.1 days,1,Success
Application_1265784250,40012.85405,1,25.2 – 31.9 days,3,Success
Application_1265923967,15856.44415,1,10.1 – 15.1 days,1,Success
Application_1265962967,17183.702333333335,1,10.1 – 15.1 days,1,Success
Application_1266010499,11374.993066666668,0,0.0 – 10.1 days,0,Fail
Application_1266063301,20003.82418333333,1,10.1 – 15.1 days,1,Success
Application_1266086453,11169.975483333334,0,0.0 – 10.1 days,0,Fail
Application_1266201327,8170.58915,0,0.0 – 10.1 days,0,Fail
Application_1266255686,48992.44688333334,0,31.9 – 286.1 days,4,Fail
Application_1266302721,21745.293116666668,0,10.1 – 15.1 days,1,Fail
Application_1266312110,11340.44755,1,0.0 – 10.1 days,0,Success
Application_1266314446,24471.541650000003,1,15.1 – 25.2 days,2,Success
Application_1266450550,12993.133333333331,0,0.0 – 10.1 days,0,Fail
Application_1266586980,17103.14283333333,1,10.1 – 15.1 days,1,Success
Application_1266612234,19857.83381666667,1,10.1 – 15.1 days,1,Success
Application_1266688714,48663.37806666666,0,31.9 – 286.1 days,4,Fail
Application_1266837460,13187.671833333334,1,0.0 – 10.1 days,0,Success
Application_1266902462,30220.33015,1,15.1 – 25.2 days,2,Success
Application_1266995739,11666.557016666666,0,0.0 – 10.1 days,0,Fail
Application_126706929,51382.974583333336,0,31.9 – 286.1 days,4,Fail
Application_1267136375,11219.407700000002,1,0.0 – 10.1 days,0,Success
Application_1267164884,51566.901066666665,0,31.9 – 286.1 days,4,Fail
Application_1267210506,14961.077083333334,1,10.1 – 15.1 days,1,Success
Application_1267400390,942.5202333333332,0,0.0 – 10.1 days,0,Fail
Application_1267424964,47585.83236666666,0,31.9 – 286.1 days,4,Fail
Application_1267533811,8922.01665,1,0.0 – 10.1 days,0,Success
Application_1267540905,48821.709383333335,0,31.9 – 286.1 days,4,Fail
Application_1267773007,21826.25773333333,0,15.1 – 25.2 days,2,Fail
Application_1267839101,28858.476716666664,1,15.1 – 25.2 days,2,Success
Application_1267935795,16998.025083333334,1,10.1 – 15.1 days,1,Success
Application_1268060810,46836.686766666666,0,31.9 – 286.1 days,4,Fail
Application_1268089645,47049.53923333333,0,31.9 – 286.1 days,4,Fail
Application_1268135902,18505.08755,1,10.1 – 15.1 days,1,Success
Application_1268155620,14135.298466666669,0,0.0 – 10.1 days,0,Fail
Application_1268164546,50779.98641666667,1,31.9 – 286.1 days,4,Success
Application_1268235401,57204.81301666667,1,31.9 – 286.1 days,4,Success
Application_1268243744,11310.113716666669,0,0.0 – 10.1 days,0,Fail
Application_1268336526,18565.91605,0,10.1 – 15.1 days,1,Fail
Application_1268337735,44025.83616666667,0,25.2 – 31.9 days,3,Fail
Application_1268420465,47262.02503333333,0,31.9 – 286.1 days,4,Fail
Application_1268423061,44484.500433333335,0,25.2 – 31.9 days,3,Fail
Application_1268457944,13900.801733333334,1,0.0 – 10.1 days,0,Success
Application_1268592022,25341.44238333333,1,15.1 – 25.2 days,2,Success
Application_1268626834,48139.66633333333,0,31.9 – 286.1 days,4,Fail
Application_1268854738,21089.498233333336,1,10.1 – 15.1 days,1,Success
Application_1268880064,45931.80655,0,25.2 – 31.9 days,3,Fail
Application_1268984213,69733.1871,0,31.9 – 286.1 days,4,Fail
Application_1268992449,25804.52708333333,1,15.1 – 25.2 days,2,Success
Application_1269024343,15584.706883333332,1,10.1 – 15.1 days,1,Success
Application_1269046417,48092.29326666667,0,31.9 – 286.1 days,4,Fail
Application_126917656,44346.52755,0,25.2 – 31.9 days,3,Fail
Application_1269209878,16681.092633333334,1,10.1 – 15.1 days,1,Success
Application_1269305141,45624.35441666667,0,25.2 – 31.9 days,3,Fail
Application_1269315641,11528.208533333333,0,0.0 – 10.1 days,0,Fail
Application_1269425537,17128.736516666668,1,10.1 – 15.1 days,1,Success
Application_1269488724,12461.336433333334,1,0.0 – 10.1 days,0,Success
Application_1269575140,44220.834233333335,0,25.2 – 31.9 days,3,Fail
Application_1269614744,17206.203166666666,0,10.1 – 15.1 days,1,Fail
Application_1269620603,44492.98576666667,0,25.2 – 31.9 days,3,Fail
Application_1269779804,11384.040983333334,1,0.0 – 10.1 days,0,Success
Application_1269805846,57406.1769,0,31.9 – 286.1 days,4,Fail
Application_1269840349,49924.65911666666,0,31.9 – 286.1 days,4,Fail
Application_1269940665,21844.35185,1,15.1 – 25.2 days,2,Success
Application_1270175388,28938.400466666662,0,15.1 – 25.2 days,2,Fail
Application_1270199280,21457.15203333333,1,10.1 – 15.1 days,1,Success
Application_1270379726,44299.68331666666,0,25.2 – 31.9 days,3,Fail
Application_1270439259,39703.59846666666,1,25.2 – 31.9 days,3,Success
Application_1270478188,16682.8066,1,10.1 – 15.1 days,1,Success
Application_1270529077,48819.32808333333,0,31.9 – 286.1 days,4,Fail
Application_1270560432,43946.4983,0,25.2 – 31.9 days,3,Fail
Application_1270605163,45501.75288333333,0,25.2 – 31.9 days,3,Fail
Application_1270643496,22955.31973333333,1,15.1 – 25.2 days,2,Success
Application_1270772824,13299.9253,0,0.0 – 10.1 days,0,Fail
Application_1270822930,42535.32145,0,25.2 – 31.9 days,3,Fail
Application_1270826821,5996.634116666667,1,0.0 – 10.1 days,0,Success
Application_1270884238,14361.0704,1,0.0 – 10.1 days,0,Success
Application_1270891825,32823.6597,1,15.1 – 25.2 days,2,Success
Application_127090472,45536.78885,0,25.2 – 31.9 days,3,Fail
Application_1270934438,49888.5125,0,31.9 – 286.1 days,4,Fail
Application_1270994656,50977.42363333333,0,31.9 – 286.1 days,4,Fail
Application_1271159721,10165.035016666669,0,0.0 – 10.1 days,0,Fail
Application_127129153,49901.7238,0,31.9 – 286.1 days,4,Fail
Application_1271342744,13898.222983333331,1,0.0 – 10.1 days,0,Success
Application_1271426699,44246.38763333333,0,25.2 – 31.9 days,3,Fail
Application_1271512732,45391.13798333333,0,25.2 – 31.9 days,3,Fail
Application_1271570199,41510.97243333333,1,25.2 – 31.9 days,3,Success
Application_12716824,11885.103783333332,0,0.0 – 10.1 days,0,Fail
Application_127178924,13027.101583333331,1,0.0 – 10.1 days,0,Success
Application_1271823802,39168.2615,0,25.2 – 31.9 days,3,Fail
Application_1271842045,50979.79698333333,0,31.9 – 286.1 days,4,Fail
Application_1271977554,11323.8096,1,0.0 – 10.1 days,0,Success
Application_1271999585,59589.78833333333,1,31.9 – 286.1 days,4,Success
Application_1272057571,44255.240816666665,0,25.2 – 31.9 days,3,Fail
Application_1272095921,47209.99246666666,0,31.9 – 286.1 days,4,Fail
Application_1272241720,23284.75513333333,1,15.1 – 25.2 days,2,Success
Application_127232733,68882.25861666667,1,31.9 – 286.1 days,4,Success
Application_1272342844,46255.28635,1,31.9 – 286.1 days,4,Success
Application_1272345729,11005.110816666664,1,0.0 – 10.1 days,0,Success
Application_12723507,38625.80845,0,25.2 – 31.9 days,3,Fail
Application_1272466781,18793.582883333333,0,10.1 – 15.1 days,1,Fail
Application_127251227,19816.598166666667,1,10.1 – 15.1 days,1,Success
Application_1272526402,11274.84085,1,0.0 – 10.1 days,0,Success
Application_1272542342,18535.87225,1,10.1 – 15.1 days,1,Success
Application_1272568966,15489.33275,1,10.1 – 15.1 days,1,Success
Application_1272649251,8550.481583333334,1,0.0 – 10.1 days,0,Success
Application_1272659557,21019.8096,0,10.1 – 15.1 days,1,Fail
Application_1272795577,11731.42595,1,0.0 – 10.1 days,0,Success
Application_1273064804,22172.8315,0,15.1 – 25.2 days,2,Fail
Application_1273065027,45718.89358333334,0,25.2 – 31.9 days,3,Fail
Application_1273109806,44420.38725,0,25.2 – 31.9 days,3,Fail
Application_1273202358,47649.49815,1,31.9 – 286.1 days,4,Success
Application_127322260,46865.88203333333,0,31.9 – 286.1 days,4,Fail
Application_1273243804,44418.9953,0,25.2 – 31.9 days,3,Fail
Application_1273370214,29220.74138333333,1,15.1 – 25.2 days,2,Success
Application_1273372917,11350.1097,1,0.0 – 10.1 days,0,Success
Application_1273378053,107846.5409,0,31.9 – 286.1 days,4,Fail
Application_1273389411,87573.37203333333,0,31.9 – 286.1 days,4,Fail
Application_1273397750,44216.55388333333,1,25.2 – 31.9 days,3,Success
Application_1273479618,50551.68575,1,31.9 – 286.1 days,4,Success
Application_1273537767,45737.67955,0,25.2 – 31.9 days,3,Fail
Application_1273548646,14115.860666666667,1,0.0 – 10.1 days,0,Success
Application_1273686478,30393.2719,1,15.1 – 25.2 days,2,Success
Application_1273835556,27023.9945,0,15.1 – 25.2 days,2,Fail
Application_1273899378,5830.8471,0,0.0 – 10.1 days,0,Fail
Application_1273931422,44164.6559,0,25.2 – 31.9 days,3,Fail
Application_1273932392,15337.731366666669,1,10.1 – 15.1 days,1,Success
Application_1273942061,18651.29495,0,10.1 – 15.1 days,1,Fail
Application_1274029081,23944.33248333333,1,15.1 – 25.2 days,2,Success
Application_1274070913,44207.03835,0,25.2 – 31.9 days,3,Fail
Application_1274116272,8324.625816666667,1,0.0 – 10.1 days,0,Success
Application_1274166676,44237.935033333335,0,25.2 – 31.9 days,3,Fail
Application_1274270315,25597.05561666667,1,15.1 – 25.2 days,2,Success
Application_1274410228,24848.72603333333,1,15.1 – 25.2 days,2,Success
Application_1274481554,22793.163,1,15.1 – 25.2 days,2,Success
Application_1274557,9765.638933333334,1,0.0 – 10.1 days,0,Success
Application_127457405,44466.98983333333,0,25.2 – 31.9 days,3,Fail
Application_1274780475,47446.48711666666,0,31.9 – 286.1 days,4,Fail
Application_1274828039,14377.894883333332,0,0.0 – 10.1 days,0,Fail
Application_1274866621,45738.2289,0,25.2 – 31.9 days,3,Fail
Application_1274885238,44193.36133333333,0,25.2 – 31.9 days,3,Fail
Application_1274891861,15933.539916666668,0,10.1 – 15.1 days,1,Fail
Application_1274899044,29765.49645,0,15.1 – 25.2 days,2,Fail
Application_1274923024,23012.088933333333,0,15.1 – 25.2 days,2,Fail
Application_1274955283,20264.25288333333,1,10.1 – 15.1 days,1,Success
Application_1275011377,44419.72913333333,0,25.2 – 31.9 days,3,Fail
Application_1275065414,44576.91578333334,0,25.2 – 31.9 days,3,Fail
Application_127507880,47202.36956666667,0,31.9 – 286.1 days,4,Fail
Application_1275110984,12900.992133333337,1,0.0 – 10.1 days,0,Success
Application_1275152820,21353.0552,1,10.1 – 15.1 days,1,Success
Application_1275200458,13793.290866666668,1,0.0 – 10.1 days,0,Success
Application_1275227339,49419.35483333333,0,31.9 – 286.1 days,4,Fail
Application_1275233629,15375.156866666666,1,10.1 – 15.1 days,1,Success
Application_1275269713,47019.0444,0,31.9 – 286.1 days,4,Fail
Application_127536052,37085.44586666666,1,25.2 – 31.9 days,3,Success
Application_1275483894,45297.891500000005,0,25.2 – 31.9 days,3,Fail
Application_1275513862,10028.233966666665,1,0.0 – 10.1 days,0,Success
Application_1275545255,103270.12496666666,1,31.9 – 286.1 days,4,Success
Application_1275671401,66673.14946666667,1,31.9 – 286.1 days,4,Success
Application_1275707976,15685.820483333337,1,10.1 – 15.1 days,1,Success
Application_1275708382,29721.7496,0,15.1 – 25.2 days,2,Fail
Application_1275779621,47688.9773,0,31.9 – 286.1 days,4,Fail
Application_1275810391,48266.97511666667,1,31.9 – 286.1 days,4,Success
Application_1275868693,13953.354666666668,1,0.0 – 10.1 days,0,Success
Application_1275899436,8808.109716666666,1,0.0 – 10.1 days,0,Success
Application_1275928689,21540.7412,1,10.1 – 15.1 days,1,Success
Application_127597799,14280.236333333334,1,0.0 – 10.1 days,0,Success
Application_1275998583,36912.729783333336,1,25.2 – 31.9 days,3,Success
Application_1276203911,48507.04226666666,1,31.9 – 286.1 days,4,Success
Application_1276238122,54305.779083333335,0,31.9 – 286.1 days,4,Fail
Application_1276311776,58754.04635,1,31.9 – 286.1 days,4,Success
Application_1276364099,20423.17578333333,1,10.1 – 15.1 days,1,Success
Application_127639994,16892.030016666668,0,10.1 – 15.1 days,1,Fail
Application_1276631866,35667.88543333334,1,15.1 – 25.2 days,2,Success
Application_1276655609,12614.050483333333,1,0.0 – 10.1 days,0,Success
Application_1276681521,15725.407566666669,0,10.1 – 15.1 days,1,Fail
Application_1276705319,28436.37513333333,1,15.1 – 25.2 days,2,Success
Application_1276836720,17557.656499999997,1,10.1 – 15.1 days,1,Success
Application_1276950247,8380.63105,1,0.0 – 10.1 days,0,Success
Application_1276961162,45465.30705,0,25.2 – 31.9 days,3,Fail
Application_1277023399,47437.7621,1,31.9 – 286.1 days,4,Success
Application_1277033242,31074.696783333333,1,15.1 – 25.2 days,2,Success
Application_1277046112,47189.90851666666,0,31.9 – 286.1 days,4,Fail
Application_1277100580,11583.649166666666,1,0.0 – 10.1 days,0,Success
Application_1277202210,5500.048333333334,0,0.0 – 10.1 days,0,Fail
Application_1277311768,15695.808783333334,1,10.1 – 15.1 days,1,Success
Application_1277392889,199700.5169,1,31.9 – 286.1 days,4,Success
Application_1277462178,31340.326016666662,0,15.1 – 25.2 days,2,Fail
Application_1277464254,7099.749083333333,0,0.0 – 10.1 days,0,Fail
Application_1277496092,46931.480833333335,0,31.9 – 286.1 days,4,Fail
Application_1277546624,10174.423166666667,1,0.0 – 10.1 days,0,Success
Application_1277569989,75408.23656666667,0,31.9 – 286.1 days,4,Fail
Application_1277619240,9652.46985,0,0.0 – 10.1 days,0,Fail
Application_1277664600,24128.4141,1,15.1 – 25.2 days,2,Success
Application_1277679234,60144.82231666667,1,31.9 – 286.1 days,4,Success
Application_127768591,17062.100133333333,1,10.1 – 15.1 days,1,Success
Application_1277773105,11543.372333333333,0,0.0 – 10.1 days,0,Fail
Application_1277889386,55958.67495,0,31.9 – 286.1 days,4,Fail
Application_1277915446,45126.81008333333,0,25.2 – 31.9 days,3,Fail
Application_1277946786,45691.85856666667,0,25.2 – 31.9 days,3,Fail
Application_1277972932,47358.949400000005,0,31.9 – 286.1 days,4,Fail
Application_1278192632,45055.41633333333,0,25.2 – 31.9 days,3,Fail
Application_1278220738,10323.32285,1,0.0 – 10.1 days,0,Success
Application_1278282603,10066.6777,0,0.0 – 10.1 days,0,Fail
Application_1278319425,16718.844549999998,1,10.1 – 15.1 days,1,Success
Application_1278368816,15453.576466666667,1,10.1 – 15.1 days,1,Success
Application_1278440150,11498.817166666668,1,0.0 – 10.1 days,0,Success
Application_1278442463,14962.323833333334,1,10.1 – 15.1 days,1,Success
Application_1278510625,45287.57675,0,25.2 – 31.9 days,3,Fail
Application_1278575157,25458.7592,1,15.1 – 25.2 days,2,Success
Application_1278754356,22534.855033333333,0,15.1 – 25.2 days,2,Fail
Application_1278840575,45489.21775,0,25.2 – 31.9 days,3,Fail
Application_1278888452,51433.785866666665,1,31.9 – 286.1 days,4,Success
Application_1278913774,11843.50885,1,0.0 – 10.1 days,0,Success
Application_1278957199,31598.664216666664,1,15.1 – 25.2 days,2,Success
Application_1278961817,20321.28093333333,1,10.1 – 15.1 days,1,Success
Application_127896757,12515.452383333331,1,0.0 – 10.1 days,0,Success
Application_1279139907,44014.603050000005,0,25.2 – 31.9 days,3,Fail
Application_1279149491,46888.760916666666,0,31.9 – 286.1 days,4,Fail
Application_1279156256,45285.09698333334,0,25.2 – 31.9 days,3,Fail
Application_127926903,44161.400166666666,0,25.2 – 31.9 days,3,Fail
Application_1279356813,38353.73278333333,1,25.2 – 31.9 days,3,Success
Application_1279393962,44320.65805,0,25.2 – 31.9 days,3,Fail
Application_1279531338,45534.03845,0,25.2 – 31.9 days,3,Fail
Application_1279542983,45601.7982,0,25.2 – 31.9 days,3,Fail
Application_1279676331,18941.26463333333,1,10.1 – 15.1 days,1,Success
Application_1279706099,11425.15965,1,0.0 – 10.1 days,0,Success
Application_127976473,17207.340483333333,0,10.1 – 15.1 days,1,Fail
Application_127979299,39855.51603333333,1,25.2 – 31.9 days,3,Success
Application_1279993072,21077.785616666668,1,10.1 – 15.1 days,1,Success
Application_1280168713,44320.78403333333,0,25.2 – 31.9 days,3,Fail
Application_1280175565,16665.744966666665,1,10.1 – 15.1 days,1,Success
Application_128023247,45919.412833333336,0,25.2 – 31.9 days,3,Fail
Application_1280243861,14295.6059,1,0.0 – 10.1 days,0,Success
Application_1280272907,15419.11055,1,10.1 – 15.1 days,1,Success
Application_1280325005,8300.335,1,0.0 – 10.1 days,0,Success
Application_1280349654,20395.5339,1,10.1 – 15.1 days,1,Success
Application_1280350188,10976.1494,1,0.0 – 10.1 days,0,Success
Application_1280386857,45413.52786666666,1,25.2 – 31.9 days,3,Success
Application_128039205,12434.576916666669,1,0.0 – 10.1 days,0,Success
Application_1280427249,49623.629850000005,0,31.9 – 286.1 days,4,Fail
Application_1280449733,3549.6010333333334,0,0.0 – 10.1 days,0,Fail
Application_1280500254,38995.04923333333,1,25.2 – 31.9 days,3,Success
